"Saison","Championnat","Joueur","Équipe","Place","Âge","Valeur.marchande","Contrat.expiration","Pays.de.naissance","Passeport.pays","Pied","Prêté","Taille","Poids","Matchs.joués","Minutes.jouées","Expected.Goal","Buts.par.90.min","G.XG","Taux.de.conversion.but.tir","Buts.de.la.tête.sur.90.min","Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","Buts.hors.penalty.par.90","penalty.par.90.min","Tirs.cadrés","Dribbles.par.90.min","Dribbles.réussis","PCT_Dribbles.réussis","Efficacité.Buts","Duels.offensifs.par.90.min","Duels.offensifs.réussis","PCT_Duels.offensifs.réussis","Centres","Centres.réussis","PCT_Centres.réussis","Courses.progressives.par.90.min","Possession.ajustée","Duels.aériens.par.90.min","Duels.aériens.réussis","PCT_Duels.aériens.réussis","PAdj.Sliding.tackles","Succ..déf..sur.90","Duels.defensifs.par.90.min","Duels.defensifs.réussis","PCT_Duels.defensifs.réussis","Tacles.glissés.sur.90.min","Fautes.par.90.min","Cartons.jaunes.par.90.min","Cartons.rouges.par.90.min","Tirs.bloqués.par.90","Interceptions..sur.90.min","PAdj.Interceptions","Longueur.moyenne.de.passe.longue.en.m","Passes.par.90.min","Passes.réussies","PCT_Passes.réussies","Passes.avant.par.90","Passes.avant.réussies","PCT_Passes.avant.réussies","PCT_Passes.avant","Passes.arrière.par.90","Passes.arrière.réussies","PCT_Passes.arrière.réussies","PCT_Passes.arrière","Passes.latérales.par.90","Passes.latérales.réussies","PCT_Passes.latérales.réussies","PCT_Passes.latérales","PCT_Passes.longues.réussies","Passe.moyenne.longueur..m","Lng.passes.par.90","Passes.décisives.par.90.min","Passes.quasi.décisives.par.90","Réalisations.en.profondeur.par.90","Expected.Pass.D","Secondes.passes.décisives.par.90","Troisièmes.passes.décisives.par.90","Passes.judicieuses.par.90","Passes.judicieuses.réussies","PCT_Passes.judicieuses.réussies","Passes.der.tiers","Passes.der.tiers.réussies","PCT_Passes.der.tiers.réussies","Passes.surface.réparation","Passes.surface.réparation.réussies","PCT_Passes.surface.réparation.réussies","PCT_Passes.surface.réparation","Passes.profondeur","Passes.profondeur.réussies","PCT_Passes.profondeur.réussies","PCT_Passes.profondeur","Passes.progressives.par.90","Passes.progressives.réussies","PCT_Passes.progressives.réussies","PCT_Passes.progressives","milieu_def","Poste","note","vingtile_Expected.Goal","vingtile_Buts.par.90.min","vingtile_G.XG","vingtile_Taux.de.conversion.but.tir","vingtile_Buts.de.la.tête.sur.90.min","vingtile_Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","vingtile_Buts.hors.penalty.par.90","vingtile_penalty.par.90.min","vingtile_Tirs.cadrés","vingtile_Dribbles.par.90.min","vingtile_Dribbles.réussis","vingtile_PCT_Dribbles.réussis","vingtile_Efficacité.Buts","vingtile_Duels.offensifs.par.90.min","vingtile_Duels.offensifs.réussis","vingtile_PCT_Duels.offensifs.réussis","vingtile_Centres","vingtile_Centres.réussis","vingtile_PCT_Centres.réussis","vingtile_Courses.progressives.par.90.min","vingtile_Possession.ajustée","vingtile_Duels.aériens.par.90.min","vingtile_Duels.aériens.réussis","vingtile_PCT_Duels.aériens.réussis","vingtile_PAdj.Sliding.tackles","vingtile_Succ..déf..sur.90","vingtile_Duels.defensifs.par.90.min","vingtile_Duels.defensifs.réussis","vingtile_PCT_Duels.defensifs.réussis","vingtile_Tacles.glissés.sur.90.min","vingtile_Fautes.par.90.min","vingtile_Cartons.jaunes.par.90.min","vingtile_Cartons.rouges.par.90.min","vingtile_Tirs.bloqués.par.90","vingtile_Interceptions..sur.90.min","vingtile_PAdj.Interceptions","vingtile_Longueur.moyenne.de.passe.longue.en.m","vingtile_Passes.par.90.min","vingtile_Passes.réussies","vingtile_PCT_Passes.réussies","vingtile_Passes.avant.par.90","vingtile_Passes.avant.réussies","vingtile_PCT_Passes.avant.réussies","vingtile_PCT_Passes.avant","vingtile_Passes.arrière.par.90","vingtile_Passes.arrière.réussies","vingtile_PCT_Passes.arrière.réussies","vingtile_PCT_Passes.arrière","vingtile_Passes.latérales.par.90","vingtile_Passes.latérales.réussies","vingtile_PCT_Passes.latérales.réussies","vingtile_PCT_Passes.latérales","vingtile_PCT_Passes.longues.réussies","vingtile_Passe.moyenne.longueur..m","vingtile_Lng.passes.par.90","vingtile_Passes.décisives.par.90.min","vingtile_Passes.quasi.décisives.par.90","vingtile_Réalisations.en.profondeur.par.90","vingtile_Expected.Pass.D","vingtile_Secondes.passes.décisives.par.90","vingtile_Troisièmes.passes.décisives.par.90","vingtile_Passes.judicieuses.par.90","vingtile_Passes.judicieuses.réussies","vingtile_PCT_Passes.judicieuses.réussies","vingtile_Passes.der.tiers","vingtile_Passes.der.tiers.réussies","vingtile_PCT_Passes.der.tiers.réussies","vingtile_Passes.surface.réparation","vingtile_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation","vingtile_Passes.profondeur","vingtile_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur","vingtile_Passes.progressives.par.90","vingtile_Passes.progressives.réussies","vingtile_PCT_Passes.progressives.réussies","vingtile_PCT_Passes.progressives","vingtile_note"
"2025/2026","Ligue 2 - J14","G. Paquiez","Grenoble","RCB",31,450000,"","France","France","droite","non",182,72,13,1236,0.0189320388349515,0.07,3.6974358974359,20,0,0.44,0.07,0,0.072,0.36,0.288,75,3.84615384615385,1.38,0.726294,52.63,0.44,0.073348,25,0.73,1.1551724137931,1.89,1.090341,57.69,0.67,10.19,6.99,4.150662,59.38,0.58,1.53,0.22,0,0.73,5.46,6.25,36.45,38.3,32.25626,84.22,19.15,14.34335,74.9,0.5,2.99,2.917044,97.56,0.0780678851174935,12.01,11.500776,95.76,0.313577023498695,53.97,19.19,4.59,0.07,0.15,0.29,0.03,0.07,0.15,0.15,0.075,50,6.48,4.223016,65.17,0.66,0.219978,33.33,0.0172323759791123,0.29,0.000435,0.15,0.00757180156657963,7.57,5.750172,75.96,0.197650130548303,FALSE,"D.Central",6.80806498094679,3,9,19,17,7,3,9,9,3,2,3,19,20,2,2,17,5,4,3,5,4,5,9,16,15,17,14,13,9,17,15,13,8,19,18,15,16,13,13,14,18,18,15,19,3,4,18,3,11,13,18,8,11,12,14,11,7,5,6,15,20,9,10,15,16,15,9,3,3,4,3,5,6,6,5,14,15,13,15,6
"2025/2026","National 1 - J13","D. Goprou","Rouen","RCB, RB",27,50000,"","France","France, Côte d'Ivoire","droite","non",187,68,13,1197,0.00075187969924812,0,0,0,0,0.23,0,0,0,0.08,0,25,0,0.83,0.377235,45.45,0.68,0.453356,66.67,1.28,1.2,3.31,1.805605,54.55,0.36,8.35,5.26,3.682,70,0.3,0.83,0.15,0,0.08,4.36,5.26,36.01,37.14,30.525366,82.19,17.29,12.855115,74.35,0.465535810446957,3.61,3.083662,85.42,0.0971997845988153,13.23,12.178215,92.05,0.356219709208401,54.67,21.54,5.64,0,0.08,0.38,0.02,0,0,0,0,0,5.11,3.607149,70.59,1.28,0.828288,64.71,0.0344641895530425,0.38,0.00171,0.45,0.0102315562735595,9.32,6.313368,67.74,0.250942380183091,FALSE,"D.Central",6.72743321863597,0,3,3,3,7,1,3,9,1,0,0,0,3,1,1,13,7,12,19,11,5,12,14,15,11,12,8,11,17,12,6,9,8,6,14,12,15,12,12,13,16,17,15,19,5,4,2,4,13,13,15,13,12,17,16,4,4,7,5,6,7,2,4,4,13,13,13,7,10,18,6,7,9,12,6,18,16,6,19,4
"2025/2026","Ligue 2 - J14","C. Jolibois Houilliez","Rodez ","RCB",28,0,"","France","France","","non",0,0,14,1181,0.136409822184589,0.08,0.586468032278088,9.091,0,1.22,0.08,0,0.152712,0.08,0.08,75,0.558659217877095,1.37,0.685,50,0.53,0.227158,42.86,1.37,1.2,5.11,3.126809,61.19,0.36,8.99,6.48,3.888,60,0.3,1.22,0.08,0,0.76,4.8,5.68,40,37.57,31.017792,82.56,16.92,12.422664,73.42,0.450359329252063,3.58,3.351596,93.62,0.095288794250732,14.56,13.26416,91.1,0.387543252595156,50,23.08,6.4,0,0,0.23,0,0,0,0,0,0,7.32,4.651128,63.54,1.3,0.61178,47.06,0.0346020761245675,0.23,0.000529,0.23,0.00612190577588501,8.61,6.705468,77.88,0.229172211871174,FALSE,"D.Central",7.06609723129368,12,9,7,10,7,10,10,9,6,0,1,19,8,2,2,16,6,8,16,11,5,17,18,17,11,14,13,12,9,12,12,4,8,19,15,13,19,12,13,13,16,16,14,18,5,5,10,4,14,14,15,15,8,19,18,4,1,4,1,6,7,2,4,4,17,16,8,8,8,11,6,4,6,8,4,16,17,15,17,15
"2025/2026","National 1 - J13","M. Sylla","Orléans","RCB",30,400000,"","France","France","droite","non",185,80,12,1171,0.0553373185311699,0,0,0,0,0.61,0,0,0.152,0.31,0.2325,75,0,2,0.7692,38.46,0,0,25,1.38,1.25,4.77,2.385,50,0.1,9.07,5.46,3.537534,64.79,0.08,0.85,0.31,0,0.31,5.46,6.92,35.7,58.1,52.71994,90.74,21.29,18.215724,85.56,0.366437177280551,4.61,4.533013,98.33,0.0793459552495697,27.21,26.135205,96.05,0.468330464716007,57.14,19.62,3.23,0,0.08,0.08,0,0,0,0,0,0,3.92,2.84396,72.55,0.08,0,0,0.00137693631669535,0.08,0,0,0.00137693631669535,7.53,4.379448,58.16,0.12960413080895,FALSE,"D.Central",6.99371673995372,7,3,3,3,7,5,3,9,6,2,3,19,3,3,3,7,0,1,3,11,7,16,16,13,4,14,9,10,14,4,6,17,8,14,18,16,15,19,19,19,19,19,20,14,8,9,19,3,19,19,18,19,14,13,10,4,4,1,1,6,7,2,4,4,9,10,14,0,0,0,0,1,2,1,1,14,11,2,5,13
"2025/2026","National 1 - J13","G. Jannez","Concarneau","RCB, CB",36,150000,"","France","France","droite","non",196,95,12,1167,0.029305912596401,0,0,0,0,0.62,0,0,0,0.08,0,25,0,1.08,0.617112,57.14,0,0,25,0.31,1.20779220779221,3.62,2.156434,59.57,0.93,9.18,3.7,2.85196,75,0.77,0.31,0,0,1.08,5.55,6.69,37.74,43.88,39.022484,88.93,14.88,11.48736,77.2,0.339106654512306,2.39,2.158648,90.32,0.0544667274384686,22.9,22.28399,97.31,0.521877848678213,61.76,21.12,5.24,0,0.08,0.15,0,0,0,0,0,0,4.01,2.390762,59.62,0.39,0.078,20,0.00888787602552416,0.15,0,0,0.00341841385597083,6.56,4.784864,72.94,0.149498632634458,FALSE,"D.Central",6.87841469536103,4,3,3,3,7,5,3,9,1,0,0,0,3,1,2,18,0,1,3,1,5,13,15,17,18,14,3,6,20,18,0,1,8,20,18,16,17,16,16,18,14,15,17,12,2,2,5,1,18,19,19,20,16,16,16,4,4,2,1,6,7,2,4,4,9,8,5,1,1,1,1,2,2,1,2,12,12,11,8,9
"2025/2026","National 1 - J13","A. Vitelli","Sochaux","RCB",25,400000,"2026-06-30","France","France","droite","non",186,77,12,1149,0,0,NA,0,0,0.16,0,0,0,0.23,0.076659,33.33,0,0.7,0.23331,33.33,0,0,25,0.63,0,2.11,0.859614,40.74,0,8.07,4.31,3.213105,74.55,0,0.47,0.08,0.08,0.23,4.86,6.24,40,37.05,30.392115,82.03,14.96,10.026192,67.02,0.403778677462888,2.19,2.111817,96.43,0.0591093117408907,16.76,15.898536,94.86,0.452361673414305,34.48,23.06,4.54,0,0,0,0,0.08,0,0,0,0,4.23,2.350188,55.56,0.47,0,0,0.0126855600539811,0,0,0,0,6.81,3.287868,48.28,0.183805668016194,FALSE,"D.Central",6.5052974496078,0,3,20,3,7,1,3,9,1,1,1,1,3,0,0,4,0,1,3,4,1,7,7,9,1,11,5,8,19,1,1,4,19,12,16,15,19,12,12,12,14,13,9,16,1,1,16,2,16,16,17,18,2,19,14,4,1,0,1,16,7,2,4,4,10,8,3,2,0,0,2,0,2,1,0,12,7,0,13,1
"2025/2026","National 1 - J13","D. Debohi","Caen","RCB, RCMF",24,400000,"","Côte d'Ivoire","Côte d'Ivoire","droite","non",185,82,12,1139,0.0458296751536435,0,0,0,0,0.71,0,0,0,0.4,0.24,60,0,2.37,1.422,60,0.08,0.08,75,1.66,1.54166666666667,4.9,2.68716,54.84,0.37,8.93,7.03,4.581451,65.17,0.24,2.05,0.32,0.08,0.47,4.11,6.34,37.51,55.79,50.495529,90.51,20.7,17.22447,83.21,0.37103423552608,4.98,4.66377,93.65,0.0892633088367091,25.6,24.49408,95.68,0.458863595626456,60.26,21.48,6.16,0.08,0.16,0.24,0.01,0,0,0,0,0,6.8,4.82324,70.93,0.55,0.31427,57.14,0.00985839756228715,0.24,0.000192,0.08,0.00430184620899803,8.06,6.400446,79.41,0.144470335185517,FALSE,"D.Central",6.94778328186823,6,3,3,3,7,6,3,9,1,3,3,13,3,4,6,19,2,4,20,13,17,16,17,15,11,14,14,15,14,10,18,17,19,17,13,15,17,19,19,19,19,19,19,14,9,9,10,4,19,19,18,18,16,17,17,11,7,4,3,6,7,2,4,4,17,17,13,3,4,16,2,4,4,4,3,15,17,16,7,11
"2025/2026","National 1 - J13","H. Boudin","Stade Briochin","RCB, LCB",33,0,"","France","France","droite","non",182,74,12,1124,0.0656583629893238,0.08,1.21842818428184,14.286,0.08,0.96,0.08,0,0.080024,0.08,0,25,1.21951219512195,0.64,0.48,60,0.24,0.160008,66.67,0.4,1.20833333333333,4.4,1.9998,45.45,0.29,8.09,4.48,2.719808,60.71,0.24,0.48,0.08,0,0.56,5.12,6.27,35.48,42.76,36.115096,84.46,19.78,14.89434,75.3,0.462581852198316,2.48,2.48,100,0.0579981290926099,16.73,15.769698,94.26,0.391253507951356,61.46,21.41,7.69,0,0.08,0.16,0.01,0,0,0,0,0,6.01,3.8464,64,0.8,0.24,30,0.0187090739008419,0.16,0.000256,0.16,0.00374181478016838,10.73,7.927324,73.88,0.250935453695042,FALSE,"D.Central",6.9637484228634,8,9,13,14,18,8,10,9,3,0,0,0,14,0,1,19,4,6,19,2,5,15,15,11,9,11,5,6,10,10,1,4,8,18,17,15,15,15,15,15,18,18,15,19,2,2,19,2,16,16,17,15,16,17,19,4,4,3,3,6,7,2,4,4,15,14,8,4,3,3,3,3,5,7,2,19,19,11,19,12
"2025/2026","National 1 - J13","D. Diarra","Châteauroux","RCB, CB",33,0,"2026-06-30","France","France","","non",185,70,12,1115,0.0718385650224215,0.08,1.11360799001248,20,0.08,0.4,0.08,0,0.16,0.08,0,25,1.12359550561798,1.53,0.885717,57.89,0,0,25,0,0,3.63,1.935879,53.33,0,7.1,2.99,2.101073,70.27,0,0.81,0,0,0.4,5,8.02,40,43.51,39.959584,91.84,15.09,12.185175,80.75,0.346816823718685,3.39,3.39,100,0.0779131234199035,21.79,21.306262,97.78,0.500804412778672,59.32,22.25,4.76,0,0,0.24,0,0,0,0,0,0,3.07,1.939012,63.16,0.24,0.160008,66.67,0.00551597333946219,0.24,0,0,0.00551597333946219,6.22,4.362086,70.13,0.142955642381062,FALSE,"D.Central",6.85253440298296,9,9,12,17,18,3,10,9,6,0,0,0,13,2,3,19,0,1,3,0,1,13,14,14,1,9,2,3,17,1,5,1,8,16,16,19,19,15,17,20,14,16,18,12,4,5,19,3,18,18,20,19,15,18,14,4,1,4,1,6,7,2,4,4,7,7,8,1,2,19,1,4,2,1,4,11,11,8,7,8
"2025/2026","Ligue 2 - J14","J. Laporte","Montpellier","RCB",32,2000000,"","France","France","droite","non",185,82,12,1112,0.0922661870503597,0,0,0,0,0.97,0,0,0.08125,0.16,0.16,75,0,0.81,0.324,40,0.24,0,25,1.29,1.54166666666667,5.42,3.478556,64.18,0.37,7.77,3.97,2.673795,67.35,0.24,0.57,0.08,0.08,0.65,4.86,7.38,38.73,57.63,50.02284,86.8,24.52,18.774964,76.57,0.425472844004859,3.32,2.995968,90.24,0.0576088842616693,25.82,24.92921,96.55,0.448030539649488,57.26,22.88,9.47,0,0.08,0.65,0.04,0.08,0,0.08,0,0,9.71,6.473657,66.67,0.81,0.405,50,0.0140551795939615,0.65,0,0,0.0112788478223148,12.14,8.7408,72,0.210654173173694,FALSE,"D.Central",7.0760759207504,10,3,3,3,7,8,3,9,3,1,2,19,3,1,1,8,4,1,3,11,17,17,19,18,11,11,4,6,16,10,2,4,19,18,16,18,18,19,19,17,20,19,16,17,4,4,5,2,19,19,19,18,14,19,20,4,4,11,7,16,7,6,4,4,19,19,10,4,6,12,3,11,2,1,7,20,19,10,16,15
"2025/2026","Ligue 2 - J14","A. Briançon","Pau","RCB, CB",30,1500000,"2026-06-30","France","France","droite","non",185,79,12,1096,0.0164233576642336,0,0,0,0,0.57,0,0,0.0825,0.16,0.16,75,0,0.82,0.738,60,0.16,0,25,0.49,1.29268292682927,1.72,0.819064,47.62,0.53,8.21,3.28,2.132,65,0.41,0.66,0.25,0,0.82,5.67,7.37,40,53.54,49.679766,92.79,21.84,19.212648,87.97,0.407919312663429,2.14,2.14,100,0.0399701158012701,24.96,24.138816,96.71,0.466193500186776,62.71,22.12,4.84,0.08,0.08,0.16,0.01,0,0,0,0,0,7.47,5.910264,79.12,0.25,0.166675,66.67,0.00466940605155024,0.16,0,0,0.00298841987299216,8.7,6.97653,80.19,0.162495330593948,FALSE,"D.Central",6.83744735674304,2,3,3,3,7,5,3,9,3,1,2,19,3,1,2,19,3,1,3,3,8,4,7,12,14,12,2,3,14,14,3,15,8,19,18,17,19,18,19,20,19,20,20,16,1,2,19,0,19,19,19,19,17,18,15,11,4,3,3,6,7,2,4,4,18,18,18,1,2,19,0,3,2,1,2,17,18,16,10,7
"2025/2026","National 1 - J13","R. Tchato","Versailles","RCB, RB",21,0,"2027-06-30","France","France","gauche","non",0,0,12,1075,0.0175813953488372,0,0,0,0,0.5,0,0,0,0.67,0.25125,37.5,0,2.26,1.004344,44.44,1.34,0.335,25,1.17,1.42,2.43,1.256796,51.72,1.42,10.38,7.79,4.858623,62.37,1,0.75,0.25,0,0.08,4.52,6.38,36.53,42.45,33.658605,79.29,20.6,14.73724,71.54,0.48527679623086,4.1,3.93272,95.92,0.0965842167255595,11.97,10.295397,86.01,0.281978798586572,46.88,19.33,5.36,0.08,0,0.25,0.02,0,0,0.08,0,0,9.13,6.114361,66.97,1.76,0.502832,28.57,0.0414605418138987,0.25,0.00105,0.42,0.00588928150765607,10.47,7.1196,68,0.246643109540636,FALSE,"D.Central",6.73637119022329,2,3,3,3,7,4,3,9,1,4,3,2,3,4,4,12,11,10,3,10,13,8,10,14,19,17,16,16,11,19,4,15,8,6,14,15,16,15,14,10,19,18,12,19,6,7,15,4,11,12,12,5,6,12,16,11,1,4,5,6,7,6,4,4,19,19,10,10,7,3,7,4,8,11,4,19,18,6,18,4
"2025/2026","National 1 - J13","A. Do Marcolino","Bourg-en-Bresse","RCB, RB",20,0,"","Italy","Italy, France","unknown","oui",0,0,11,1075,0.0133953488372093,0,0,0,0,0.17,0,0,0,0.33,0.2475,75,0,1.59,1.004244,60,0.17,0,25,1.59,1.29411764705882,3.01,1.337644,44.44,0.22,7.03,4.35,3.17898,73.08,0.17,1.09,0.25,0,0.17,3.68,4.73,37.03,44.79,40.521513,90.47,17.5,14.4865,82.78,0.390712212547444,4.35,4.35,100,0.0971198928332217,18.33,17.576637,95.89,0.409243134628265,58.33,19.77,4.02,0,0.08,0.08,0,0,0,0,0,0,4.94,3.767738,76.27,0.42,0.084,20,0.00937709310113865,0.08,6.4e-05,0.08,0.00178611297164546,7.03,5.523471,78.57,0.156954677383345,FALSE,"D.Central",6.70770461331204,2,3,3,3,7,1,3,9,1,2,3,19,3,2,4,19,3,1,3,13,8,11,11,10,7,9,5,8,19,8,10,15,8,10,11,10,16,16,17,19,17,18,19,15,7,8,19,4,17,17,18,16,14,14,13,4,4,1,1,6,7,2,4,4,12,14,16,2,1,1,1,1,3,4,1,13,15,15,9,3
"2025/2026","Ligue 2 - J14","D. Guidi","Bastia","RCB",29,500000,"","France","France","droite","non",177,75,12,1059,0.088385269121813,0.08,0.905128205128205,10,0.08,1.19,0.08,0,0.255,0.08,0.08,75,0.961538461538461,0.76,0.591128,60,0.34,0,25,0.68,1.75,4.93,2.719881,55.17,0.14,7.56,4.84,2.97176,61.4,0.08,0.93,0.34,0,0.42,4.5,7.16,40,37.22,29.828108,80.14,15.13,9.689252,64.04,0.406501880709296,2.38,2.38,100,0.0639441160666308,16.74,15.295338,91.37,0.449758194519076,44.05,24.05,7.14,0,0.08,0.25,0.01,0,0,0,0,0,6.29,3.485289,55.41,0.85,0.085,10,0.022837184309511,0.25,0,0,0.00671681891456206,7.65,5.01534,65.56,0.205534658785599,FALSE,"D.Central",7.05468619092097,10,9,10,11,18,9,10,9,9,0,1,19,11,1,2,19,5,1,3,5,19,16,17,15,5,10,7,7,10,4,7,18,8,16,14,17,19,12,12,11,14,13,6,16,2,2,19,2,16,16,15,18,5,19,18,4,4,4,3,6,7,2,4,4,16,13,3,5,1,1,4,4,2,1,4,15,13,5,16,15
"2025/2026","Ligue 2 - J14","A. Pinot","Boulogne","RCB, CB",24,0,"2026-06-30","France","France","","non",177,0,12,1054,0.0956356736242884,0.17,1.77757936507937,66.667,0.09,0.17,0.09,0.08,0.173342,0.26,0.26,75,1.78571428571429,1.28,0.938624,60,0.09,0,25,0,1.11764705882353,3.07,1.705692,55.56,0.19,7,3.93,2.734101,69.57,0.17,0.94,0.26,0,0.51,4.1,4.62,36.94,38.51,33.642336,87.36,13.75,10.41975,75.78,0.357050116852766,1.88,1.709108,90.91,0.0488184887042327,20.24,19.385872,95.78,0.525577772007271,52.31,22.35,5.55,0,0,0.26,0,0,0,0,0,0,5.04,3.075408,61.02,0.6,0.25716,42.86,0.0155803687353934,0.26,0,0,0.00675149311867048,6.75,4.870125,72.15,0.175279148273176,FALSE,"D.Central",6.95759151323122,10,13,17,20,18,1,10,18,7,2,3,19,17,2,3,19,2,1,3,0,3,11,13,15,6,9,4,6,17,8,7,15,8,17,13,10,16,13,14,17,13,14,16,13,1,1,6,1,17,18,18,20,10,18,16,4,1,4,1,6,7,2,4,4,12,11,6,3,4,8,3,4,2,1,4,12,13,10,12,12
"2025/2026","National 1 - J13","Q. Vogt","Fleury 91 FC","RCB",25,0,"2026-06-30","France","France","droite","non",190,0,11,1045,0.0921531100478469,0.17,1.8447559709242,40,0.17,0.69,0.17,0,0.172,0.52,0.433316,75,1.86915887850467,2.41,1.205,50,0.09,0,25,1.03,0,5.08,3.185668,62.71,0,8.01,3.62,2.758078,75,0,0.69,0.09,0,0.69,5.25,7.63,39.16,48.32,41.255616,85.38,21.19,15.676362,73.98,0.438534768211921,2.76,2.673888,96.88,0.0571192052980132,21.27,20.323485,95.55,0.440190397350993,56.18,21.71,7.67,0,0,0.34,0.01,0.09,0,0,0,0,5.08,3.013456,59.32,0.95,0.259065,27.27,0.0196605960264901,0.34,0,0,0.0070364238410596,8.78,5.595494,63.73,0.181705298013245,FALSE,"D.Central",7.0971412950337,10,13,17,20,19,6,14,9,7,3,5,19,18,4,5,16,2,1,3,8,1,17,18,18,1,11,3,6,20,1,4,5,8,19,17,18,18,17,17,16,19,18,14,18,3,3,17,2,18,18,18,18,13,17,19,4,1,6,3,17,7,2,4,4,12,11,5,5,4,2,4,6,2,1,5,17,15,4,13,16
"2025/2026","Ligue 2 - J14","Abdoul Koné","Reims","RCB",20,0,"2029-06-30","France","France, Côte d'Ivoire","droite","non",192,77,12,1033,0.0871248789932236,0.09,1.033,14.286,0,0.52,0.09,0,0.261446,0.17,0.085,50,1,2.53,1.046914,41.38,0.17,0,25,0.52,1.61538461538462,3.14,2.093438,66.67,0.84,9.15,5.14,3.659166,71.19,0.52,1.05,0.35,0,0.7,4.97,7.95,34.43,62.73,54.976572,87.64,23.26,17.684578,76.03,0.370795472660609,3.92,3.745952,95.56,0.0624900366650725,27.79,26.920173,96.87,0.443009724214889,46.15,21.56,6.8,0,0,0,0,0.09,0.09,0,0,0,7.32,4.356864,59.52,1.13,0,0,0.0180137095488602,0,0,0,0,10.28,7.056192,68.64,0.163876932886976,FALSE,"D.Central",6.90068907712316,10,10,12,14,7,4,10,9,9,1,1,7,12,4,4,9,3,1,3,3,18,11,15,19,17,14,8,11,18,16,9,18,8,19,16,18,14,19,19,17,19,19,16,14,6,6,14,2,19,19,19,18,6,17,18,4,1,0,1,17,18,2,4,4,17,16,5,7,0,0,3,0,2,1,0,19,18,7,10,10
"2025/2026","National 1 - J13","J. Mounsesse","Quevilly Rouen","RCB",20,0,"","France","France","unknown","non",0,0,11,1001,0.0017982017982018,0,0,0,0,0.18,0,0,0,0.18,0.18,75,0,0.99,0.540045,54.55,0.09,0.09,75,1.08,0,2.88,1.44,50,0,10.97,7.64,5.662768,74.12,0,0.27,0,0,0.36,5.3,6.12,36.21,34.08,27.966048,82.06,16.63,12.224713,73.51,0.487969483568075,2.97,2.97,100,0.0871478873239437,10.16,9.26084,91.15,0.2981220657277,46.81,20.69,4.23,0,0.09,0,0.02,0,0,0,0,0,4.68,3.420144,73.08,0.63,0.179991,28.57,0.0184859154929577,0,0,0.09,0,7.55,4.76405,63.1,0.221537558685446,FALSE,"D.Central",6.65435177521181,1,3,3,3,7,1,3,9,1,1,2,19,3,1,1,18,2,5,20,9,1,10,12,13,1,18,16,18,19,1,0,1,8,15,17,14,15,10,11,12,16,16,14,19,3,4,19,4,9,10,15,7,6,16,13,4,5,0,5,6,7,2,4,4,11,13,15,3,3,3,3,0,2,5,0,14,12,4,17,2
"2025/2026","National 1 - J13","B. Angoua","Stade Briochin","RCB, LCB",38,0,"","Côte d'Ivoire","Côte d'Ivoire, France","droite","non",183,72,11,983,0.0274669379450661,0,0,0,0,0.37,0,0,0,0.09,0.09,75,0,1.19,0.732326,60,0.09,0,25,0.37,1.21621621621622,3.3,1.92489,58.33,0.45,8.51,6.13,4.025571,65.67,0.37,0.92,0.18,0,0.64,4.12,5.08,30.73,39.92,35.70844,89.45,15.2,12.17824,80.12,0.380761523046092,2.29,2.1984,96,0.0573647294589178,19.41,18.76947,96.7,0.48622244488978,58.7,19.77,4.21,0,0,0,0.01,0,0.09,0,0,0,3.57,2.380119,66.67,0.27,0,0,0.00676352705410822,0,0,0,0,6.78,4.581246,67.57,0.169839679358717,FALSE,"D.Central",6.74347215304045,4,3,3,3,7,2,3,9,1,0,1,19,3,1,2,19,2,1,3,2,5,12,14,16,12,13,11,13,14,13,7,11,8,18,13,11,10,14,15,18,14,16,18,15,2,2,15,2,17,17,19,19,15,14,13,4,1,0,3,6,18,2,4,4,8,8,10,1,0,0,1,0,2,1,0,12,12,6,11,4
"2025/2026","National 1 - J13","V. Thérésin","Quevilly Rouen","RCB, CB, LCB",26,100000,"","France","France","droite","non",186,80,10,981,0.0146788990825688,0,0,0,0,0.18,0,0,0,0,0,25,0,1.1,0.275,25,0,0,25,0.09,1.05555555555556,4.77,2.476584,51.92,0.19,10.73,5.69,4.496807,75,0.18,0.73,0.09,0,0.37,6.06,6.41,36.53,35.87,30.091343,83.89,16.42,12.016156,73.18,0.457764148313354,2.02,1.92809,95.45,0.0563144689155283,14.77,14.035931,95.03,0.411764705882353,53.25,22.69,7.06,0,0.09,0,0,0.09,0,0,0,0,3.03,1.468944,48.48,0,0,0,0,0,0,0,0,7.98,4.127256,51.72,0.222470030666295,FALSE,"D.Central",6.81763151781483,2,3,3,3,7,1,3,9,1,0,0,0,3,1,0,0,0,1,3,0,3,16,16,14,6,17,10,15,20,8,4,5,8,15,19,15,16,11,12,14,16,16,14,18,1,1,14,2,14,15,18,17,11,19,18,4,5,0,1,17,7,2,4,4,6,5,1,0,0,0,0,0,2,1,0,15,10,1,17,7
